code,list,section,ordinal,supplementary,author,title,year,kind,stars,work_id,pdf,pdf_verdict,state,pages,sections,chunks,embedded,note
II.Supl.35,II. Dissertation,Supplementary,35,yes,"Gitelman, Lisa",Paper Knowledge: Toward a Media History of Documents,2014,monograph,,gitelman-paper-knowledge-toward-a-media-2014,"Paper Knowledge_ Toward a Media History of Documents (Sign, -- Gitelman, Lisa -- Sign, storage, transmission, 1, 2014 -- Duke University Press Books -- isbn13 9780822356455 -- d3b83ae34ef733db0f9018a30da3a5b7 -- Anna’s Archive.pdf",citable,mapped,0,0,0,0,
II.Supl.36,II. Dissertation,Supplementary,36,yes,"Burns, Kathryn",Into the Archive: Writing and Power in Colonial Peru,2010,monograph,,burns-into-the-archive-writing-and-2010,,,missing,0,0,0,0,
II.Supl.37,II. Dissertation,Supplementary,37,yes,"Brady, Mary Pat",Scales of Captivity: Racial Capitalism and the Latinx Child,2022,monograph,,brady-scales-of-captivity-racial-capitalism-2022,"Scales of Captivity _ Racial Capitalism and the Latinx Child -- Mary Pat Brady, 1961- -- 1, 2022 -- Duke University Press Books -- isbn13 9781478015314 -- a07d9317681902713d385d9ab90ee641 -- Anna’s Archive.pdf",probably citable,mapped,0,0,0,0,
II.Supl.38,II. Dissertation,Supplementary,38,yes,"Hawk, Shane, y Theodore C",Never Whistle at Night: An Indigenous Dark Fiction Anthology,2023,monograph,,hawk-never-whistle-at-night-an-2023,"Never Whistle at Night _ An Indigenous Dark Fiction -- Shane Hawk; Theodore C_ Van Alst Jr_; Stephen Graham Jones; -- 1, 2023 -- Vintage Books -- isbn13 9780593468463 -- 1434c9239dcff48b96b7a9321350ca8d -- Anna’s Archive.pdf",,mapped,0,0,0,0,
II.Supl.39,II. Dissertation,Supplementary,39,yes,"Meléndez, A","So All Is Not Lost: The Poetics of Print in Nuevomexicano Communities, 1834–1958",1997,monograph,,melendez-so-all-is-not-lost-1997,"So All Is Not Lost_ The Poetics of Print in Nuevomexicano -- Meléndez, A_ Gabriel (Anthony Gabriel) -- University of New Mexico Press, Albuquerque, -- isbn13 9780585245560 -- ff6ad4b02d4ce02a5ebc833cf8a8dc27 -- Anna’s Archive.pdf",citable,mapped,0,0,0,0,
II.Supl.40,II. Dissertation,Supplementary,40,yes,"Rabasa, José","Without History: Subaltern Studies, the Zapatista Insurgency, and the Limits of Historical Discourse",2010,monograph,,rabasa-without-history-subaltern-studies-the-2010,,,missing,0,0,0,0,
II.Supl.41,II. Dissertation,Supplementary,41,yes,"Ortega, Élika",Binding Media: Hybrid Print-Digital Literature from across the Americas,2025,monograph,,ortega-binding-media-hybrid-print-digital-2025,,,missing,0,0,0,0,
II.Supl.42,II. Dissertation,Supplementary,42,yes,"Boj López, Floridalma",Indigenous Archives: The Maya Diaspora and Mobile Cultural Production,2026,monograph,,boj-lopez-indigenous-archives-the-maya-diaspora-2026,,,missing,0,0,0,0,
II.Supl.43,II. Dissertation,Supplementary,43,yes,"Fisher, Mark","Ghosts of My Life: Writings on Depression, Hauntology and Lost Futures",2014,monograph,,fisher-ghosts-of-my-life-writings-2014,"Ghosts of My Life_ Writings on Depression, Hauntology and -- Fisher, Mark -- 2017 -- John Hunt (NBN) -- 41c838e5e1ecc754350d78a48f47c651 -- Anna’s Archive.pdf",check by hand,mapped,0,0,0,0,
II.Supl.44,II. Dissertation,Supplementary,44,yes,"Spooner, Catherine",Contemporary Gothic,2006,monograph,,spooner-contemporary-gothic-2006,"Contemporary Gothic (Reaktion Books - Focus on Contemporary -- Catherine Spooner -- Foci, 2007 -- REAKTION BOOKS; Reaktion -- isbn13 9781861893017 -- e9943301d76cc6a5831db7666e52b484 -- Anna’s Archive.pdf",citable,mapped,0,0,0,0,
II.Supl.45,II. Dissertation,Supplementary,45,yes,"Campra, Rosalba",Territorios de la ficción: lo fantástico,2008,monograph,,campra-territorios-de-la-ficcion-lo-2008,"Territorios de la ficcio_n_ Lo fant�stico (Iluminaciones) -- Rosalba Campra -- 1, 2008 -- Editorial Renacimiento -- isbn13 9788484723875 -- db0db48a9b1ee3cce67aa4bfeac1e7f0 -- Anna�s Archive.pdf ",,missing,0,0,0,0,
II.Supl.46,II. Dissertation,Supplementary,46,yes,"Keetley, Dawn",Folk Gothic,2024,monograph,,keetley-folk-gothic-2024,"Folk Gothic (Elements in the Gothic) -- Dawn Keetley -- Elements in the Gothic, 1, 2024 -- Cambridge University Press -- isbn13 9781009160896 -- 96aeeadae35d8936b46f8a05df42f906 -- Anna�s Archive.pdf",,wrong,0,0,0,0,"scores against Future Folk Horror (Bacon, Keetley and Brewster, 2023) — a third book by none of these; no copy of Folk Gothic"
II.Supl.47,II. Dissertation,Supplementary,47,yes,"Padilla, Genaro",The Daring Flight of My Pen: Cultural Politics and Gaspar Pérez de Villagrá's,2010,monograph,,padilla-the-daring-flight-of-my-2010,,,missing,0,0,0,0,
II.Supl.48,II. Dissertation,Supplementary,48,yes,"Scovell, Adam",Folk Horror: Hours Dreadful and Things Strange,2017,monograph,,scovell-folk-horror-hours-dreadful-and-2017,"Folk Horror _ Hours Dreadful and Things Strange -- Adam Scovell -- Liverpool University Press _ Books, Leighton Buzzard, 2017 -- Liverpool University -- isbn13 9781800347038 -- 0b30eff766e3a4d8eac6fc4571886e66 -- Anna�s Archive.pdf",,missing,0,0,0,0,
II.Supl.49,II. Dissertation,Supplementary,49,yes,"Méndez, María Águeda, coordinadora","Catálogo de textos marginados novohispanos: Inquisición, siglos XVIII y XIX",1992,edited_volume,,mendez-catalogo-de-textos-marginados-novohispan-1992,"Catálogo de textos marginados novohispanos _ Inquisición, -- Archivo General de la Nación (México); realizado por María -- 1_ ed_, México, D_F, -- 9789681206963 -- cacb6717b9cbc386bd096a9e824bb840 -- Anna’s Archive.pdf",re-OCR,mapped,0,0,0,0,
II.Supl.50,II. Dissertation,Supplementary,50,yes,"Mignolo, Walter",Teoría del texto e interpretación de textos,1986,monograph,,mignolo-teoria-del-texto-e-interpretacion-1986,"Teoría del texto e interpretación de textos -- Mignolo, Walter -- Cuadernos del Seminario de Poética ;, 8, 1a ed_, México, -- México _ Instituto de -- isbn13 9789688374580 -- d2a6a53168d22d911e182f10c19a13c2 -- Anna’s Archive.pdf",citable,mapped,0,0,0,0,
II.Supl.51,II. Dissertation,Supplementary,51,yes,"Rodríguez, Gregorita","Singing for My Echo: Memories of Gregorita Rodríguez, a Native Healer of Santa Fe",1987,monograph,,rodriguez-singing-for-my-echo-memories-1987,"Singing for my echo _ memories of Gregorita Rodriguez, a -- Rodriguez, Gregorita, 1901-, Powers, Edith -- 1st ed_, Santa Fe, N_M, New Mexico, 1987 -- isbn13 9780943734224 -- 1e62aa95e95632587f369d9db2a1e1b3 -- Anna’s Archive.pdf",citable,mapped,0,0,0,0,
III.A.1,III. Teaching,"Nation, Race, and Revolution in Mexican Literature",1,,"Fernández de Lizardi, José Joaquín",El Periquillo Sarniento,1816,monograph,,fernandez-de-lizardi-el-periquillo-sarniento-1816,"El Periquillo Sarniento -- Fernández de Lizardi, José Joaquín, 1776-1827, Spell, -- Colección _Sepan cuantos_ -- no_ 1, 9_ ed_, México, Mexico, -- oclc 1193402925 -- 80a994f602e564f61ebb4fca290f7a7d -- Anna’s Archive.pdf",citable,mapped,0,0,0,0,
III.A.2,III. Teaching,"Nation, Race, and Revolution in Mexican Literature",2,,"Payno, Manuel",Los bandidos de Río Frío,1891,monograph,,payno-los-bandidos-de-rio-frio-1891,"Los bandidos de Ri_o fr�o -- Manuel Payno, Reyes Maldonado & Victor Hugo, Camacho, -- Colecci�n Cl�sicos juveniles, Colecci�n Cl�sicos juveniles, -- isbn13 9786074533927 -- fa7b7f3f7bbfe4b3da53cde4f9db10db -- Anna�s Archive.pdfe.pdf",,missing,0,0,0,0,
III.A.3,III. Teaching,"Nation, Race, and Revolution in Mexican Literature",3,,"Frías, Heriberto",Tomóchic,1893,monograph,,frias-tomochic-1893,"Tomochic _ episodios de la campaña de Chihuahua, 1892 _ -- Frías, Heriberto, 1870-1925, Cuesy, Silvia L -- Intemporales, 1st ed, Mexico, D_F, ©2002 -- isbn13 9789706516329 -- 08c5c83a3be926ca0119a1505a0d81fb -- Anna’s Archive.pdf",citable,mapped,0,0,0,0,
III.A.4,III. Teaching,"Nation, Race, and Revolution in Mexican Literature",4,,"Azuela, Mariano",Los de abajo,1915,monograph,,azuela-los-de-abajo-1915,"Los de abajo; novela de la Revolución Mexicana -- Azuela, Mariano, 1873-1952, Englekirk, John Eugene, 1905- -- Complete ed_, New York, New York State, -- isbn13 9780135406908 -- f148d1f68fe69e31b6e2bbaa5ae3f087 -- Anna’s Archive.pdf",probably citable,mapped,0,0,0,0,
III.A.5,III. Teaching,"Nation, Race, and Revolution in Mexican Literature",5,,"Vasconcelos, José",La raza cósmica,1925,monograph,,vasconcelos-la-raza-cosmica-1925,La Raza Cósmica -- José Vasconcelos -- 1925 -- Editorial Porrúa -- isbn13 9789700771298 -- 9365da00e8f52218d54283704d364103 -- Anna’s Archive.pdf,check by hand,mapped,0,0,0,0,
III.A.6,III. Teaching,"Nation, Race, and Revolution in Mexican Literature",6,,"Campobello, Nellie",Cartucho,1931,monograph,,campobello-cartucho-1931,Cartucho -- Nellie Campobello -- 1931 -- faccd0daa7c5c5834cf528f8ef04a1ab -- Anna’s Archive.pdf,check by hand,mapped,0,0,0,0,
III.A.7,III. Teaching,"Nation, Race, and Revolution in Mexican Literature",7,,"Revueltas, José",El luto humano,1943,monograph,,revueltas-el-luto-humano-1943,El luto humano -- José Revueltas -- 1943 -- ePubLibre -- 331c2a6d3e892671b86ac87736de7474 -- Anna’s Archive.pdf,NOT citable,mapped,0,0,0,0,
III.A.8,III. Teaching,"Nation, Race, and Revolution in Mexican Literature",8,,"Paz, Octavio",El laberinto de la soledad,1950,monograph,,paz-el-laberinto-de-la-soledad-1950,"El laberinto de la soledad, Postdata, Vuelta a El laberinto -- Octavio Paz -- Colección popular (Fondo de Cultura Económica (Mexico)), 5th -- Fondo de -- 9786071633606 -- 0d5ae97792960cf2654326f512e138f4 -- Anna’s Archive.pdf",citable,loaded,456,0,271,271,
III.A.9,III. Teaching,"Nation, Race, and Revolution in Mexican Literature",9,,"Fuentes, Carlos",La muerte de Artemio Cruz,1962,monograph,,fuentes-la-muerte-de-artemio-cruz-1962,la muerte de artemio cruz -- Unknown -- 1800 -- ba405fcdb6baf27ec07a7ca594284bc6 -- Anna’s Archive.pdf,citable,mapped,0,0,0,0,
III.B.10,III. Teaching,"Mexican American Print Culture, Folklore, and Chicano Cultural Nationalism",10,,"Arce, Julio G","Crónicas diabólicas, 1916–1926",1982,monograph,,arce-cronicas-diabolicas-1916-1926-1982,"Crónicas diabólicas (1916-1926) de _Jorge Ulica_ -- Ulica, Jorge, 1870-1926; Rodríguez, Juan -- San Diego, Ca, California, 1982 -- San Diego, Ca _ -- isbn13 9780939558025 -- 261448014bd35e4b148eea3c0804d7da -- Anna’s Archive.pdf",citable,mapped,0,0,0,0,
III.B.11,III. Teaching,"Mexican American Print Culture, Folklore, and Chicano Cultural Nationalism",11,,"Venegas, Daniel",Las aventuras de don Chipote o Cuando los pericos mamen,1928,monograph,,venegas-las-aventuras-de-don-chipote-1928,"Las Aventuras de Don Chipote, O Cuando Los Pericos Mamen -- Venegas, Daniel -- Latino literature, Houston, TX, 1998 -- Houston, TX _ Arte Público -- isbn13 9781558852525 -- e68e312a077a46015609b79268ac670b -- Anna’s Archive.pdf",citable,mapped,0,0,0,0,
III.B.12,III. Teaching,"Mexican American Print Culture, Folklore, and Chicano Cultural Nationalism",12,,"Paredes, Américo","""With His Pistol in His Hand"": A Border Ballad and Its Hero",1958,essay,,paredes-with-his-pistol-in-his-1958,"_With His Pistol in His Hand__ A Border Ballad and Its Hero -- Paredes, Américo, 1915-1999, author, James H_ Sutton Jr_ and -- Texas classics, Austin -- isbn13 9780292701281 -- 5f48891bbd05ccc100bd3c7911724f96 -- Anna’s Archive.pdf",citable,mapped,0,0,0,0,
III.B.13,III. Teaching,"Mexican American Print Culture, Folklore, and Chicano Cultural Nationalism",13,,"Gonzales, Rodolfo ""Corky",Yo soy Joaquín,1967,monograph,,gonzales-yo-soy-joaquin-1967,"I am Joaquín_ Yo soy Joaquín; an epic poem_ With a -- Gonzales, Rodolfo, 1928-2005 -- 1975 -- Toronto, New York [Bantam Books] -- oclc 1035614296 -- c09e22ebec6d6f6b06053c04fa9671c7 -- Anna’s Archive.pdf",citable,mapped,0,0,0,0,
III.B.14,III. Teaching,"Mexican American Print Culture, Folklore, and Chicano Cultural Nationalism",14,,"Rivera, Tomás",…y no se lo tragó la tierra / …And the Earth Did Not Devour Him,1996,monograph,,rivera-y-no-se-lo-trago-1996,y no se lo tragó la tierra _ And the Earth Did Not Devour -- Tomás Rivera -- 2015 -- Arte Público Press -- b1ab62190fbbab8309e504c60cd1cccd -- Anna’s Archive.pdf,check by hand,mapped,0,0,0,0,
III.B.15,III. Teaching,"Mexican American Print Culture, Folklore, and Chicano Cultural Nationalism",15,,La Chrisx,La loca de la raza cósmica,1978,monograph,,la-chrisx-la-loca-de-la-raza-1978,,,missing,0,0,0,0,
III.C.16,III. Teaching,"Chicana Feminisms, Embodiment, and Cultural Memory",16,,"Corpi, Lucha",Palabras de mediodía / Noon Words,1980,monograph,,corpi-palabras-de-mediodia-noon-words-1980,"Palabras de mediodía = Noon words -- Corpi, Lucha, 1945-, Rodríguez-Nieto, Catherine, 1937- -- Pioneers of modern U_S_ Hispanic literature, Houston, -- isbn13 9781558853225 -- 41061352e3548f6df070d2ab8acb0c83 -- Anna’s Archive.pdf",citable,mapped,0,0,0,0,
III.C.17,III. Teaching,"Chicana Feminisms, Embodiment, and Cultural Memory",17,,"Viramontes, Helena María",The Moths and Other Stories,1985,monograph,,viramontes-the-moths-and-other-stories-1985,"The  moths and other stories -- Viramontes, Helena Mari_a, 1954- -- 2nd ed_, Houston, Tex, Texas, 1995 -- Houston, Tex_ _ Arte P�blico Press -- isbn13 9781558851382 -- 5ac4743ab2b1302809519572ec75b067 -- Anna�s Archive.pdf�",check by hand,loaded,13,0,6,6,
III.C.18,III. Teaching,"Chicana Feminisms, Embodiment, and Cultural Memory",18,,"Chávez, Denise",Loving Pedro Infante,2001,monograph,,chavez-loving-pedro-infante-2001,"Por el amor de Pedro Infante _ Loving Pedro Infante -- Chávez, Denise, Aguilar Melantzón, Ricardo; Pollack, Beth, -- 1a ed_ en Español de Vintage, -- isbn13 9780307774026 -- 9b3dc691194256c654174ed9f3458537 -- Anna’s Archive.pdf",citable,mapped,0,0,0,0,
III.C.19,III. Teaching,"Chicana Feminisms, Embodiment, and Cultural Memory",19,,"Fajardo-Anstine, Kali",Sabrina & Corina: Stories,2019,monograph,,fajardo-anstine-sabrina-corina-stories-2019,Sabrina & Corina -- Kali Fajardo-Anstine -- a6d4ba194b36050f7f61490d235a0aa4 -- Anna’s Archive.pdf,check by hand,mapped,0,0,0,0,
III.D.20,III. Teaching,"Migration, Borders, and Cultural Translation",20,,"Jiménez, Francisco",Cajas de cartón,2002,monograph,,jimenez-cajas-de-carton-2002,"Cajas de cartón _ relatos de la vida peregrina de un niño -- Jiménez, Francisco, 1943- -- HarperCollins, Boston, 2000 -- Boston _ Houghton Mifflin -- isbn13 9780395955819 -- 47ef29931b5999d0c34c6b588b940b24 -- Anna’s Archive.pdf",citable,mapped,0,0,0,0,
III.D.20,III. Teaching,"Migration, Borders, and Cultural Translation",20,,"Jiménez, Francisco",Senderos fronterizos,2002,monograph,,jimenez-senderos-fronterizos-2002,,,none,0,0,0,0,"the document names it in one entry with Cajas de cartón; separate volume, no separate file"
III.D.21,III. Teaching,"Migration, Borders, and Cultural Translation",21,,"Alarcón, Francisco X",From the Other Side of Night / Del otro lado de la noche: New and Selected Poems,2002,monograph,,alarcon-from-the-other-side-of-2002,"From the Other Side of Night_Del otro lado de la noche_ New -- ALARCON, FRANCISCO X_,  xzo -- Camino Del Sol_ a Latina and Latino Literary Series, -- isbn13 9780816521807 -- 78c40e3ae51e5a937592dccb5eeeb517 -- Anna’s Archive.pdf",citable,mapped,0,0,0,0,
III.D.22,III. Teaching,"Migration, Borders, and Cultural Translation",22,,"Grande, Reyna",A través de cien montañas,2007,monograph,,grande-a-traves-de-cien-montanas-2007,"Across a Hundred Mountains _ A Novel -- Reyna Grande -- Simon & Schuster, New York, 2006 -- Beyond Words_Atria Books -- isbn13 9780743269575 -- 9096b27a4d5aae50e4e474bff287b94b -- Anna�s Archive.pdf",,missing,0,0,0,0,
III.D.23,III. Teaching,"Migration, Borders, and Cultural Translation",23,,"Urrea, Luis Alberto",The Devil's Highway,2004,monograph,,urrea-devil-s-highway-2004,,,wrong,0,0,0,0,"scores against Koshatka Seman's Borderlands Curanderos on the surname Urrea — that is Santa Teresa Urrea, not Luis Alberto"
III.D.24,III. Teaching,"Migration, Borders, and Cultural Translation",24,,"Castillo, Marcelo Hernandez",Children of the Land: A Memoir,2020,monograph,,castillo-children-land-memoir-2020,,,wrong,0,0,0,0,"scores against Ana Castillo's books; Marcelo Hernandez Castillo, no copy yet"
III.E.25,III. Teaching,"Haunting, Death, and Fantastic Narrative",25,,"Rulfo, Juan",El llano en llamas,1955,monograph,,rulfo-el-llano-en-llamas-1955,"Pedro Páramo ; y El llano en llamas -- Juan Rulfo; Fundacion Juan Rulfo (Mexico, D_F_) -- Booket, 1a_ ed_ en esta presentación en Colección booket, -- isbn13 9788408041795 -- efa1ce16c29ea4009df1fab95030aab3 -- Anna’s Archive.pdf",citable,mapped,0,0,0,0,
III.E.25,III. Teaching,"Haunting, Death, and Fantastic Narrative",25,,"Rulfo, Juan",Pedro Páramo,1955,monograph,,rulfo-pedro-paramo-1955,"Pedro Páramo ; y El llano en llamas -- Juan Rulfo; Fundacion Juan Rulfo (Mexico, D_F_) -- Booket, 1a_ ed_ en esta presentación en Colección booket, -- isbn13 9788408041795 -- efa1ce16c29ea4009df1fab95030aab3 -- Anna’s Archive.pdf",citable,mapped,0,0,0,0,
III.E.26,III. Teaching,"Haunting, Death, and Fantastic Narrative",26,,"Anaya, Rudolfo","Bless Me, Ultima",1972,monograph,5,anaya-bless-me-ultima-1972,"Bless me, Ultima -- Rudolfo Anaya, Rudolfo A_ Anaya -- Warner Books ed_, New York, New York State, 1999 -- New York _ Warner Books -- isbn13 9780446517836 -- 5aff759fb98b4cbe4cb6878922e23830 -- Anna’s Archive.pdf",citable,mapped,0,0,0,0,
III.E.27,III. Teaching,"Haunting, Death, and Fantastic Narrative",27,,"Arias, Ron",El camino a Tamazunchale,2002,monograph,,arias-el-camino-a-tamazunchale-2002,"El camino a Tamazunchale -- Arias, Ron, 1941- -- Tempe, Ariz, Arizona, 2002 -- Tempe, Ariz_ _ Bilingual Press_Editorial Bilingüe -- isbn13 9781931010061 -- 6f9e283a001461002472741a1ea9515c -- Anna’s Archive.pdf",citable,loaded,132,0,81,81,
III.E.28,III. Teaching,"Haunting, Death, and Fantastic Narrative",28,,"Valdemar García, Itz-Ollin",La casa del brujo / The Sorcerer's House,1984,monograph,,valdemar-garcia-la-casa-del-brujo-the-1984,,,missing,0,0,0,0,
III.E.29,III. Teaching,"Haunting, Death, and Fantastic Narrative",29,,"Anzaldúa, Gloria",Prietita and the Ghost Woman,1995,monograph,,anzaldua-prietita-and-the-ghost-woman-1995,"Prie tita and the ghost woman =_ Prietita y la llorona -- Anzaldúa, Gloria, Gonzalez, Maya Christina, ill -- San Francisco, Calif, United States, 1995 -- isbn13 9780329241834 -- e9a19406810dbd3395e55c660f22d922 -- Anna’s Archive.pdf",probably citable,mapped,0,0,0,0,
III.E.30,III. Teaching,"Haunting, Death, and Fantastic Narrative",30,,"Méndez, Miguel",Los muertos también cuentan,1995,monograph,,mendez-los-muertos-tambien-cuentan-1995,,,wrong,0,0,0,0,scores against Peregrinos de Aztlán; a different Méndez novel
III.E.31,III. Teaching,"Haunting, Death, and Fantastic Narrative",31,,"Herrera, Yuri",La transmigración de los cuerpos,2013,monograph,,herrera-la-transmigracion-de-los-cuerpos-2013,"La transmigración de los cuerpos (Largo recorrido) (Spanish -- Herrera, Yuri, 1970- -- Largo recorrido (Cáceres, Spain), Primera edición, -- Cáceres -- isbn13 9788418264467 -- d268337b2fc6ce7756e1bbdb050e2a73 -- Anna’s Archive.pdf",citable,loaded,140,0,58,58,
III.E.32,III. Teaching,"Haunting, Death, and Fantastic Narrative",32,,"Rivera Garza, Cristina",Los muertos indóciles: necroescrituras y desapropiación,2013,monograph,,rivera-garza-los-muertos-indociles-necroescrituras-y-2013,"Los muertos indóciles _ Necroescrituras y desapropiación -- Cristina Rivera Garza -- Penguin Random House Grupo Editorial, S_A_U_, [Barcelona], -- isbn13 9786073180993 -- 4c488cb84fa9a3f3b5aed4c436be4767 -- Anna’s Archive.pdf | RIVERA GARZA CRISTINA. Los muertos indociles.pdf",check by hand | citable,mapped,0,0,0,0,
III.E.33,III. Teaching,"Haunting, Death, and Fantastic Narrative",33,,"Fragoza, Carribean",Eat the Mouth That Feeds You,2021,monograph,,fragoza-eat-the-mouth-that-feeds-2021,"Carribean Fragoza, Eat the Mouth that Feeds You.pdf",check by hand,mapped,0,0,0,0,
III.E.34,III. Teaching,"Haunting, Death, and Fantastic Narrative",34,,"Dávila, Amparo",Cuentos reunidos,,monograph,,davila-cuentos-reunidos,Cuentos reunidos -- Amparo Dávila -- 2009 -- ePubLibre -- f0673164ad96b21f3ad4f884f491eb10 -- Anna’s Archive.pdf,NOT citable,mapped,0,0,0,0,
III.F.35,III. Teaching,Teaching Practice and Pedagogy,35,,"Sánchez Prado, Ignacio M",Teaching the Mexican Revolution,2026,monograph,,sanchez-prado-teaching-the-mexican-revolution-2026,,,missing,0,0,0,0,
III.Supl.36,III. Teaching,Supplementary,36,yes,"Luiselli, Valeria",Los niños perdidos: un ensayo en cuarenta preguntas,2016,monograph,,luiselli-los-ninos-perdidos-un-ensayo-2016,Los niños perdidos_ un ensayo en cuarenta preguntas -- Valeria Luiselli -- 2015 -- ePubLibre -- 7d2b7f43a63a8be58f23aa7be450beba -- Anna’s Archive.pdf,NOT citable,mapped,0,0,0,0,
III.Supl.37,III. Teaching,Supplementary,37,yes,"Castillo, Ana",The Guardians,2007,monograph,,castillo-the-guardians-2007,"The Guardians _ a novel -- Ana Castillo -- Random House Trade Paperback ed_, New York, 2008 -- Random House Trade Paperbacks -- isbn13 9780812975710 -- bac9726cc671a60361b2d3e025ee64c1 -- Anna�s Archive.pdf",,missing,0,0,0,0,
III.Supl.38,III. Teaching,Supplementary,38,yes,"Gómez-Peña, Guillermo",Bitácora del cruce,2006,monograph,,gomez-pena-bitacora-del-cruce-2006,,,missing,0,0,0,0,
III.Supl.39,III. Teaching,Supplementary,39,yes,"Díaz, Natalie",Postcolonial Love Poem,2020,monograph,,diaz-postcolonial-love-poem-2020,"Postcolonial Love Poem -- Natalie Diaz & Natalie Diaz -- Main, London, 2020 -- Faber & Faber, Limited -- isbn13 9780571359875 -- f5c4a61f382581e934a55f73686bba4c -- Anna’s Archive.pdf",check by hand,mapped,0,0,0,0,
III.Supl.40,III. Teaching,Supplementary,40,yes,"Pineda, Irma",Nostalgia Doesn't Flow Away Like Riverwater / Xilase qui rié di' sicasi rié nisa guiigu' / La nostalgia no se marcha como el agua de los ríos,2024,monograph,,pineda-nostalgia-doesn-t-flow-away-2024,"Irma Pineda, Nostalgia Doesn’t Flow Away Like Riverwater.pdf",NOT citable,mapped,0,0,0,0,
III.Supl.41,III. Teaching,Supplementary,41,yes,"Martínez, Elizabeth Coonrod, editora",Teaching Late-Twentieth-Century Mexicana and Chicana Writers,2020,edited_volume,,martinez-teaching-late-twentieth-century-mexicana-2020,,,missing,0,0,0,0,
III.Supl.42,III. Teaching,Supplementary,42,yes,"Moraga, Cherríe","A Xicana Codex of Changing Consciousness: Writings, 2000–2010",2011,monograph,,moraga-a-xicana-codex-of-changing-2011,"A Xicana Codex of Changing Consciousness _ Writings, -- Cherríe L_ Moraga, Cherríe Moraga,Celia Herrera Rodriguez -- Duke University Press, Durham, -- isbn13 9780822349624 -- 51182897918bf5a870e64e462489b808 -- Anna’s Archive.pdf",citable,mapped,0,0,0,0,
III.Supl.43,III. Teaching,Supplementary,43,yes,"Cisneros, Sandra",Woman Hollering Creek and Other Stories,1991,monograph,,cisneros-woman-hollering-creek-and-other-1991,"Woman Hollering Creek _ And Other Stories -- Sandra Cisneros -- Penguin Random House LLC, New York, 1992 -- New York_ Vintage Books -- isbn13 9780394576541 -- f4d90b3a619bdedc3b9f19e60013b26f -- Anna’s Archive.pdf",citable,mapped,0,0,0,0,
III.Supl.44,III. Teaching,Supplementary,44,yes,"Meléndez, A","Ciudadanos por tratado: textos de los nuevomexicanos, 1846–1925",2025,monograph,,melendez-ciudadanos-por-tratado-textos-de-2025,,,missing,0,0,0,0,
III.Supl.45,III. Teaching,Supplementary,45,yes,"Mohamed Ihab Bebars, Nehad","Voces femeninas en el cuento mexicano de la generación de medio siglo: la obra cuentística de Guadalupe Dueñas, Amparo Dávila e Inés Arredondo",2012,monograph,,mohamed-ihab-bebars-voces-femeninas-en-el-cuento-2012,,,missing,0,0,0,0,
Wor.1,Working bibliography,,1,,"Alberro, Solange","Inquisición y sociedad en México, 1571–1700",1988,monograph,,alberro-inquisicion-y-sociedad-en-mexico-1988,,,missing,0,0,0,0,
Wor.2,Working bibliography,,2,,"Aguilar Gil, Yásnaya Elena",Ää: manifiestos sobre la diversidad lingüística,2020,monograph,,aguilar-gil-aa-manifiestos-sobre-la-diversidad-2020,,,missing,0,0,0,0,
Wor.3,Working bibliography,,3,,"Beverley, John",Testimonio: On the Politics of Truth,2004,monograph,,beverley-testimonio-on-the-politics-of-2004,,,missing,0,0,0,0,
Wor.4,Working bibliography,,4,,"Brooks, James F","Captives and Cousins: Slavery, Kinship, and Community in the Southwest Borderlands",2002,monograph,,brooks-captives-and-cousins-slavery-kinship-2002,,,missing,0,0,0,0,
Wor.5,Working bibliography,,5,,"Ebright, Malcolm",Land Grants and Lawsuits in Northern New Mexico,1994,monograph,,ebright-land-grants-and-lawsuits-in-1994,,,missing,0,0,0,0,
Wor.6,Working bibliography,,6,,"Gutiérrez, Ramón A","When Jesus Came, the Corn Mothers Went Away: Marriage, Sexuality, and Power in New Mexico, 1500–1846",1991,monograph,,gutierrez-when-jesus-came-the-corn-1991,,,missing,0,0,0,0,
Wor.7,Working bibliography,,7,,"Hendrickson, Brett",Border Medicine: A Transcultural History of Mexican American Curanderismo,2014,monograph,,hendrickson-border-medicine-a-transcultural-history-2014,,,missing,0,0,0,0,
Wor.8,Working bibliography,,8,,"Hirsch, Marianne",The Generation of Postmemory: Writing and Visual Culture after the Holocaust,2012,monograph,,hirsch-the-generation-of-postmemory-writing-2012,,,missing,0,0,0,0,
Wor.9,Working bibliography,,9,,"Jones, Stephen Graham",The Only Good Indians,2020,monograph,,jones-the-only-good-indians-2020,,,missing,0,0,0,0,
Wor.10,Working bibliography,,10,,"Justice, Daniel Heath",Why Indigenous Literatures Matter,2018,monograph,,justice-why-indigenous-literatures-matter-2018,,,missing,0,0,0,0,
Wor.11,Working bibliography,,11,,"Melchor, Fernanda",Temporada de huracanes,2017,monograph,,melchor-temporada-de-huracanes-2017,,,missing,0,0,0,0,
Wor.12,Working bibliography,,12,,"Meléndez, A",Hidden Chicano Cinema: Film Dramas in the Borderlands,2013,monograph,,melendez-hidden-chicano-cinema-film-dramas-2013,"Hidden Chicano Cinema _ Film Dramas in the Borderlands -- A_ Gabriel Melendez, A_ Gabriel Mele_ndez -- Rutgers University Press, New Brunswick, New -- isbn13 9780813561066 -- 87f2a14148715966687f88fe1ba63929 -- Anna�s Archive.pdf",,missing,0,0,0,0,
